measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,93,Kingdom of Sweden,1,Male,8,15-19 years,558,Mental disorders,1,Number,2012,46809.75076054503,53154.79150122574,41236.42149712914
5,Prevalence,93,Kingdom of Sweden,2,Female,8,15-19 years,558,Mental disorders,1,Number,2012,53057.77206543299,60322.77399240512,46808.94512760156
5,Prevalence,93,Kingdom of Sweden,3,Both,8,15-19 years,558,Mental disorders,1,Number,2012,99867.52282597801,112489.45466478798,88873.59809504905
5,Prevalence,93,Kingdom of Sweden,1,Male,8,15-19 years,558,Mental disorders,1,Number,2013,45113.06210856901,51112.89056906829,39886.34727273745
5,Prevalence,93,Kingdom of Sweden,2,Female,8,15-19 years,558,Mental disorders,1,Number,2013,50998.605305676116,57797.93194660721,44986.55809705836
5,Prevalence,93,Kingdom of Sweden,3,Both,8,15-19 years,558,Mental disorders,1,Number,2013,96111.66741424512,108301.02784219835,85492.8080541662
5,Prevalence,93,Kingdom of Sweden,1,Male,8,15-19 years,558,Mental disorders,1,Number,2014,43778.13333270945,49544.3785344266,38709.769590636715
5,Prevalence,93,Kingdom of Sweden,2,Female,8,15-19 years,558,Mental disorders,1,Number,2014,49397.43437862594,56160.35283020634,43632.256059214145
5,Prevalence,93,Kingdom of Sweden,3,Both,8,15-19 years,558,Mental disorders,1,Number,2014,93175.56771133539,105201.96335378138,83021.27891846256
5,Prevalence,93,Kingdom of Sweden,1,Male,8,15-19 years,558,Mental disorders,1,Number,2015,43239.43394331508,49052.370153532596,38176.37336392896
5,Prevalence,93,Kingdom of Sweden,2,Female,8,15-19 years,558,Mental disorders,1,Number,2015,48743.08940667808,55465.786839819826,42975.926102611644
5,Prevalence,93,Kingdom of Sweden,3,Both,8,15-19 years,558,Mental disorders,1,Number,2015,91982.52334999315,104069.3811586654,81982.4485322575
5,Prevalence,93,Kingdom of Sweden,1,Male,8,15-19 years,558,Mental disorders,1,Number,2016,43488.45383835935,49439.47586238141,38425.75218205254
5,Prevalence,93,Kingdom of Sweden,2,Female,8,15-19 years,558,Mental disorders,1,Number,2016,48842.22246718371,55600.583060698074,43094.303880720836
5,Prevalence,93,Kingdom of Sweden,3,Both,8,15-19 years,558,Mental disorders,1,Number,2016,92330.67630554306,104024.12446598147,82103.07487079369
5,Prevalence,93,Kingdom of Sweden,1,Male,8,15-19 years,558,Mental disorders,1,Number,2017,44282.8885130156,50178.27259448435,39093.93830478955
5,Prevalence,93,Kingdom of Sweden,2,Female,8,15-19 years,558,Mental disorders,1,Number,2017,49858.00442549536,56978.436756562,44019.475058235264
5,Prevalence,93,Kingdom of Sweden,3,Both,8,15-19 years,558,Mental disorders,1,Number,2017,94140.89293851097,106017.87973561657,84017.24970915106
5,Prevalence,93,Kingdom of Sweden,1,Male,8,15-19 years,558,Mental disorders,1,Number,2018,45562.595403291074,51637.08662129348,40227.357882830314
5,Prevalence,93,Kingdom of Sweden,2,Female,8,15-19 years,558,Mental disorders,1,Number,2018,51401.52686340262,58565.07313389455,45199.794790257925
5,Prevalence,93,Kingdom of Sweden,3,Both,8,15-19 years,558,Mental disorders,1,Number,2018,96964.12226669368,109502.41718272939,86120.45328265616
5,Prevalence,93,Kingdom of Sweden,1,Male,8,15-19 years,558,Mental disorders,1,Number,2019,47227.55816104518,53251.33556610507,41746.5236664689
5,Prevalence,93,Kingdom of Sweden,2,Female,8,15-19 years,558,Mental disorders,1,Number,2019,53123.64970861457,60097.83494398812,46722.859894384404
5,Prevalence,93,Kingdom of Sweden,3,Both,8,15-19 years,558,Mental disorders,1,Number,2019,100351.20786965975,112860.48928333614,89131.2214051161
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2008,43199.61902388635,48615.66077767404,38179.86316596539
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2008,57961.39669841074,65516.04010799291,50821.32956401406
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2008,101161.0157222971,113728.92998310243,89386.28800086016
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2009,44938.44215275101,50378.370563853816,39812.7957200858
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2009,60207.278696324734,68417.01000841873,52538.65051544236
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2009,105145.72084907575,117911.21468283377,93012.27265101677
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2010,46783.541471625584,52541.13725623889,41665.37157494614
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2010,62757.03301850854,71372.014630564,54819.473265473185
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2010,109540.57449013415,123154.52848102647,97036.52923405418
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2011,48387.14055095559,54470.35005081259,42949.83954113795
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2011,64894.79463001809,73721.53560571633,56604.157282663546
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2011,113281.93518097368,127433.73392377402,100041.33305227708
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2012,49748.07222268115,55909.285989883865,44162.083647018764
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2012,66487.92953462033,75677.55355739678,58306.30472015132
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2012,116236.00175730145,130452.79380097431,103239.0752980466
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2013,50152.35968269738,56588.047155227476,44499.28055781191
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2013,67110.97882607787,76450.70689724959,58873.118984249646
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2013,117263.33850877525,131957.79441919958,104289.08836261168
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2014,50062.382313167705,56421.13813355055,44285.193048142246
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2014,66852.23850883641,76131.3815719435,58620.615472568
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2014,116914.62082200412,131803.96137753633,104010.33554354671
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2015,48890.98666256754,55332.17377854092,43299.99149527736
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2015,64992.528572390795,73846.6365498251,56737.38126885708
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2015,113883.51523495835,128548.50267929766,101153.20419646488
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2016,47114.103862972894,53033.735493168955,41893.447015516795
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2016,62547.25284876324,71192.68376792458,54740.0378184319
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2016,109661.35671173614,123822.75537099356,97539.24316052037
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2017,45148.323567949294,51270.796918960754,39922.28725186844
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2017,59925.14464052171,68406.3632207323,52518.97546325424
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2017,105073.468208471,119455.02599530215,92896.93027115604
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2018,43706.10836328947,49327.48351999465,38487.53922336487
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2018,57580.721072043256,65572.74819231371,50196.864367141265
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2018,101286.82943533275,114165.08595919282,89784.83379915637
5,Prevalence,93,Kingdom of Sweden,1,Male,9,20-24 years,558,Mental disorders,1,Number,2019,42605.45125339797,48311.1748536452,37584.71679423643
5,Prevalence,93,Kingdom of Sweden,2,Female,9,20-24 years,558,Mental disorders,1,Number,2019,55747.667566296455,63188.72794055353,49080.44699004847
5,Prevalence,93,Kingdom of Sweden,3,Both,9,20-24 years,558,Mental disorders,1,Number,2019,98353.11881969443,110320.36740193247,87240.49209590314
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2008,41449.58765511377,46473.33025981373,36996.915195236565
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2008,55176.044024703515,62800.336991109034,48715.48006950448
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2008,96625.63167981729,108972.44816260622,85909.3400812018
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2009,42056.36612808417,47114.37837343992,37641.44964066427
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2009,55856.60742410807,63388.564043312974,49266.87832313095
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2009,97912.97355219224,109934.8492781421,86833.16547404035
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2010,42777.09887744788,47921.54969167011,37881.98757930394
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2010,56663.65808724939,64184.22621425726,49587.01062047483
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2010,99440.75696469726,111869.06470786573,88010.14968852734
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2011,43924.30282349329,49135.24027274025,39250.40635721089
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2011,58130.42933777215,65988.63402775362,51160.347086690614
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2011,102054.73216126543,114841.9629531727,90609.25363791967
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2012,45092.42419065909,50443.45109913812,40362.36871709675
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2012,59840.12083351425,68640.57204233065,52719.558137719054
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2012,104932.54502417335,118024.2901492615,93058.14019157998
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2013,46826.17599328565,52403.046692205506,42010.57705221132
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2013,62126.97777677389,70820.46662782284,54925.932439539414
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2013,108953.15377005954,122648.84007165741,96935.15744081282
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2014,48621.836240928424,54617.71989380842,43427.63735946381
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2014,64533.994684390374,73447.18046816166,56714.09106087719
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2014,113155.8309253188,127245.6408617691,100735.16973651979
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2015,50640.85407888652,56879.816014167984,44930.68098081682
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2015,67194.50277488514,76623.00750367134,59143.031625462936
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2015,117835.35685377166,132425.75528982125,104779.5284799112
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2016,52345.30732545954,58755.06544393599,46743.12246858834
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2016,69350.63086934849,79242.53130091255,60775.773886248615
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2016,121695.93819480803,136411.99814164007,107836.09897480207
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2017,53732.705293529405,60512.38250072539,47852.46981535188
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2017,71033.5406516274,81141.95837927407,62296.78734227586
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2017,124766.24594515678,140512.02921427818,110785.39048527167
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2018,54394.89563289574,61280.53731153187,48354.664111352446
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2018,71756.56279784831,81837.51742109517,62931.07553369189
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2018,126151.45843074405,141773.05807591163,112253.03159309221
5,Prevalence,93,Kingdom of Sweden,1,Male,10,25-29 years,558,Mental disorders,1,Number,2019,54730.34098949457,61772.950851604204,48831.62592268569
5,Prevalence,93,Kingdom of Sweden,2,Female,10,25-29 years,558,Mental disorders,1,Number,2019,71618.59272991192,82179.20409863337,62977.1070761307
5,Prevalence,93,Kingdom of Sweden,3,Both,10,25-29 years,558,Mental disorders,1,Number,2019,126348.93371940649,142611.19007949132,112591.63606119073
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2008,43223.132425496966,47754.6609191746,38912.2853731497
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2008,56886.84216301059,64597.135364884925,50275.39124628824
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2008,100109.97458850755,111886.59398937992,89777.063227358
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2009,42802.40166403292,47541.5564388562,38640.19182859566
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2009,56309.73336496862,63911.94371831726,50108.31141557695
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2009,99112.13502900154,111062.79624934448,88824.4689723753
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2010,43016.04100357085,47786.96024761054,38666.135997066165
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2010,56512.927647901946,64105.05776977556,49959.32762251445
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2010,99528.96865147278,111207.81721836647,88842.99512077025
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2011,43410.26116174614,48221.27222455905,39210.04155283428
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2011,56890.25100839889,64472.39849572409,50609.213595682675
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2011,100300.51217014504,112373.87790170472,90061.82896737884
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2012,44049.573174721554,48847.266465534005,39644.55754012539
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2012,57504.05465198513,65027.49892265003,50876.87234512216
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2012,101553.62782670668,113744.26501349996,91061.59288273477
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2013,44925.059394423486,49942.224193408976,40500.78440431217
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2013,58124.879819654685,65821.2512333513,51223.4067281155
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2013,103049.93921407816,114924.74548563606,92267.18207333291
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2014,45673.1446566566,50732.53966527095,41225.61651816019
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2014,58668.01185180459,66314.56097589883,52102.63280911121
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2014,104341.15650846118,116794.60529821696,93827.14371586152
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2015,46529.86643155802,51812.29876643365,41891.1863757169
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2015,59496.816104273916,67176.29984344878,52577.38504997851
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2015,106026.68253583193,118745.12035706459,95441.22897977316
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2016,47689.777479080425,53035.89822092482,43039.25757917896
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2016,61011.095956822515,68926.43153640948,54137.516962133945
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2016,108700.87343590295,121649.88761880781,97635.79968303708
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2017,48907.06427140037,54541.73932932217,43816.891092688464
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2017,62855.584017060995,71438.73303471731,55532.0807624689
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2017,111762.64828846135,124804.2251957479,99886.45726739243
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2018,50854.860352741656,56338.477193010105,45790.885134416785
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2018,65361.249939723624,74414.60792908545,58041.257521554086
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2018,116216.1102924653,130587.33304970751,104352.6166033414
5,Prevalence,93,Kingdom of Sweden,1,Male,11,30-34 years,558,Mental disorders,1,Number,2019,53114.75520771617,59229.3435383001,47748.79162550408
5,Prevalence,93,Kingdom of Sweden,2,Female,11,30-34 years,558,Mental disorders,1,Number,2019,67990.63048115007,77361.46513684363,60055.48921867248
5,Prevalence,93,Kingdom of Sweden,3,Both,11,30-34 years,558,Mental disorders,1,Number,2019,121105.38568886623,136249.82020966578,108471.50870192923
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2008,50732.94003261044,56038.66920031109,45556.2767237033
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2008,66036.3926577647,73570.2441007551,59141.04563491781
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2008,116769.33269037514,128630.23455712602,105204.51815864045
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2009,49795.442860980045,55012.72297363866,44350.941389278916
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2009,64875.12326316534,72913.17970038501,57531.97317846292
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2009,114670.56612414538,126675.25976914061,102788.77452421017
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2010,48851.92615879594,54105.07004733255,43677.936380320054
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2010,63951.45404777025,72028.52741372373,56318.51751959656
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2010,112803.38020656619,125087.5788475598,100761.06125946112
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2011,48246.931182229375,53200.880727481934,43176.48021207609
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2011,63302.0020170849,70900.79578670688,56117.067219128476
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2011,111548.93319931428,123489.07007991368,99919.94105252015
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2012,47694.06782109516,52888.462784566174,42633.89472414526
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2012,62654.22546984784,69913.56195776416,55765.685301143916
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2012,110348.293290943,122218.78179966353,99096.36965391881
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2013,47586.27593222645,52892.68977439269,42493.10689165848
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2013,62366.36752758988,69720.01469003993,55320.65948795654
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2013,109952.64345981633,121915.0827526421,98240.16119352923
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2014,48083.66613531188,53473.08136734694,42969.09611837223
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2014,62856.5320190564,70132.34388282201,55653.82071443607
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2014,110940.1981543683,122894.35018274322,98937.37597117221
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2015,48192.557051248536,53682.96511389199,43116.88083976631
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2015,62773.50899304374,70288.5925864098,55381.18852746517
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2015,110966.06604429227,123376.87629709732,99014.68210692257
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2016,47806.40221806267,53092.18454932641,42669.68945549938
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2016,62057.137341687856,69124.80472004555,55388.275293043465
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2016,109863.53955975053,121537.40764517101,98572.11484272717
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2017,47289.77502622336,52643.34695944879,42183.17563437828
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2017,61132.91723671269,68217.2753752072,54518.92618050478
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2017,108422.69226293605,119691.56502193693,97182.61395970595
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2018,46711.45323878592,51668.75400681616,41678.4272778589
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2018,60168.16448034386,66933.79116533922,53593.05978756431
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2018,106879.61771912979,118425.31832692245,95805.27987639309
5,Prevalence,93,Kingdom of Sweden,1,Male,13,40-44 years,558,Mental disorders,1,Number,2019,46321.19954102964,51314.39421841555,41341.11037553972
5,Prevalence,93,Kingdom of Sweden,2,Female,13,40-44 years,558,Mental disorders,1,Number,2019,59475.940912298385,66278.41573513721,53059.816371972396
5,Prevalence,93,Kingdom of Sweden,3,Both,13,40-44 years,558,Mental disorders,1,Number,2019,105797.14045332804,117009.21626951764,94798.10120016914
5,Prevalence,93,Kingdom of Sweden,1,Male,14,45-49 years,558,Mental disorders,1,Number,2008,44090.026350877655,48584.0375802355,39713.38480928842
5,Prevalence,93,Kingdom of Sweden,2,Female,14,45-49 years,558,Mental disorders,1,Number,2008,57559.80127118579,63875.36969253948,51663.07822998837
5,Prevalence,93,Kingdom of Sweden,3,Both,14,45-49 years,558,Mental disorders,1,Number,2008,101649.82762206346,111775.71931985025,91921.21795389002
5,Prevalence,93,Kingdom of Sweden,1,Male,14,45-49 years,558,Mental disorders,1,Number,2009,45580.42162082547,50161.01241281085,41037.01329587272
5,Prevalence,93,Kingdom of Sweden,2,Female,14,45-49 years,558,Mental disorders,1,Number,2009,59603.249176542166,66197.06667957181,53589.38073741181
